book_id,customer_ratings,helpful_votes,total_votes,price
47906955,1,16,22,2.222716471
50162259,1,6,6,2.43689529
49278846,5,2,3,2.563658776
41154417,2,2,3,2.552251748
30221098,5,8,11,2.612780515
40368271,4,0,0,2.68888917
52507316,5,2,3,2.563658776
14760339,5,3,3,2.560099599
52477781,5,42,45,3.000429739
16760116,5,11,11,2.587868598
17076366,5,9,10,2.679930738
23263301,5,54,58,3.000434077
48997618,5,56,60,2.92992956
12272205,4,12,12,2.648610927
52172447,3,7,8,2.864099907
16260221,5,0,0,2.671677871
12268122,5,0,0,2.671677871
51392118,5,0,0,2.671677871
35377592,2,20,25,2.565847819
12570220,3,4,4,2.448174707
49053650,5,8,9,2.453652861
25302529,3,6,6,2.548105692
32362738,5,0,0,2.671677871
42986231,4,1,1,2.589241108
52647925,1,32,32,2.301029996
52778209,1,4,12,3.06483222
48843562,5,6,34,2.62324929
14043871,5,4,4,2.595183079
49510829,4,15,16,2.462397998
40070370,5,6,9,2.499278834
51203001,4,0,2,2.611666993
21148391,5,2,25,2.582176428
53057371,4,34,34,2.737192643
49284133,2,4,11,2.519827994
48761968,5,3,7,2.823551048
24452758,5,7,10,2.308500171
50898728,5,1,1,2.662567421
12269114,5,9,12,2.468742115
52863227,5,3,5,2.634468861
42151519,5,15,15,2.565158526
50913245,5,3,3,2.560099599
23323902,5,7,7,2.561863602
48841968,5,7,7,2.561863602
48893894,2,8,19,2.655138435
49741311,5,3,6,2.697631521
46525003,5,9,9,2.642449808
51814959,5,9,15,2.524667824
40824697,2,10,13,2.257678575
27546174,3,2,5,2.472712134
51303908,4,3,3,2.462969623
53089819,4,9,10,2.768993759
49953171,5,18,19,2.583229234
51814959,5,0,0,2.671677871
48875159,4,2,5,2.577337819
50898728,5,5,8,2.634207078
12282732,4,0,0,2.68888917
45435292,2,11,22,2.178976947
25275873,4,4,7,2.6528579
51976101,1,9,22,2.149219113
49615601,2,14,38,3.054995862
12281947,1,31,38,2.23299611
24346928,2,12,16,2.672282625
50709287,4,12,12,2.648610927
52979450,4,0,1,2.510242662
26792748,4,1,4,2.52676267
50487514,3,5,5,2.530477967
12285398,3,14,31,2.301029996
36700660,4,0,0,2.68888917
50147915,5,67,79,2.517195898
42753151,5,14,50,2.699837726
51392118,4,4,7,2.6528579
52586234,5,11,16,2.899816025
45077234,5,2,4,2.723786808
52891863,5,36,36,2.519827994
52971890,2,0,6,2.749736316
52657160,5,5,6,2.491603376
12266688,5,7,9,2.549481546
25950724,5,3,3,2.560099599
16121903,5,6,9,2.499278834
17291877,5,16,18,2.7813727
28401798,5,0,8,2.609820538
49833624,4,4,6,2.55301041
49938739,5,17,18,2.686412249
40318148,5,3,3,2.560099599
38276719,3,1,5,2.897454047
36700660,3,2,3,2.395358132
44582024,1,8,30,1.568201724
27845834,5,1,2,2.548480427
51151990,5,3,4,2.551895471
44228163,5,17,18,2.686412249
52889258,4,10,10,2.751185751
12275724,5,0,1,2.591060372
44312214,5,4,6,2.62273894
42836457,5,35,37,2.11058971
50980525,4,0,4,2.629145625
36176175,4,9,9,2.542318009
17511226,3,9,11,2.873603469
22540228,5,1,2,2.548480427
50679781,4,2,2,2.531223906
52364526,4,1021,1074,2.487138375
48667725,5,16,18,2.7813727
16121903,4,4,5,2.700610815
53032752,5,1,15,2.670638106
16207144,5,8,8,2.49979011
52996207,3,13,20,2.932347483
12266154,5,1,2,2.548480427
42769753,4,2,2,2.531223906
50211523,5,3,4,2.551895471
51357643,5,6,7,2.54317199
17351552,3,3,9,2.697717432
24146801,5,0,0,2.671677871
52182113,5,5,6,2.491603376
22712992,5,8,15,2.800157485
31844968,4,18,18,2.290986201
52901049,4,3,4,2.597303148
37304756,4,22,30,3.146128036
30221098,5,14,14,2.695750948
49377377,5,10,11,2.728432893
12276600,3,1,1,2.579576635
19705220,5,1,1,2.662567421
12748089,5,2,2,2.572493593
36096681,5,8,8,2.49979011
39749854,3,4,4,2.448174707
52936986,2,2,5,2.49487549
50357759,5,29,29,2.588739392
50699528,5,0,0,2.671677871
39008803,4,0,0,2.68888917
37356313,3,3,5,2.52163448
49741311,5,2,4,2.723786808
48875159,3,6,13,2.170261715
52950632,5,6,6,2.649940707
45761076,5,37,37,2.45331834
50660109,5,10,16,2.472448514
36700660,5,1,3,2.558950495
52705209,4,3,3,2.462969623
51182124,5,2,2,2.572493593
52919074,5,18,26,1.919078092
52833886,5,3,4,2.551895471
51814959,5,3,4,2.551895471
23023283,4,7,7,2.828024148
20586669,5,0,0,2.671677871
13244237,5,4,8,2.240244891
51325840,5,20,20,2.499456453
19880627,4,1,3,2.466981379
36994866,1,6,11,2.571708832
15719435,4,2,3,2.620697396
51340436,4,53,64,3.155032229
28451812,5,7,10,2.308500171
50903447,5,12,12,2.640762237
41454038,1,16,25,3.079181246
47520547,5,5,6,2.491603376
53083938,5,16,23,2.427019351
53030023,4,4,8,2.416094731
12288504,4,53,53,2.755874856
18594755,4,10,13,2.321903932
43986289,5,0,0,2.671677871
52601470,5,1,4,2.518510278
40940033,5,5,6,2.491603376
16528369,5,3,3,2.560099599
53020370,4,3,4,2.597303148
35458709,4,1,1,2.589241108
12299059,1,4,7,2.521500272
53092503,5,7,7,2.561863602
52649318,5,10,11,2.728432893
51679215,4,0,1,2.510242662
37304756,2,25,27,3.447158031
21667774,5,17,17,2.668173165
50999705,5,0,2,2.783663576
53069054,5,3,3,2.560099599
42784004,5,53,59,3.098989639
16337246,5,9,12,2.468742115
15443249,4,4,11,2.655134184
18296288,4,12,17,3.021602716
51861768,4,5,5,2.638242332
52533920,5,3,5,2.634468861
50245855,4,8,9,2.6843535
44951085,5,5,5,2.59997417
52691483,1,7,12,2.597007402
49382600,3,2,5,2.472712134
13645370,5,7,9,2.549481546
51861768,5,1,1,2.662567421
37227112,5,3,5,2.634468861
41529628,3,11,14,3.16613397
16464880,1,4,6,2.504146751
35771631,3,1,3,2.721440182
48996327,1,30,78,2.729974286
52515619,5,1,1,2.662567421
22777113,5,2,4,2.723786808
52778209,4,2,3,2.620697396
12299059,5,2,4,2.723786808
41088691,5,12,16,2.707523349
19216957,4,0,7,2.698970004
25088442,4,1,1,2.589241108
51088740,5,4,4,2.595183079
51138882,5,7,7,2.561863602
12597454,5,12,13,2.535468524
27231880,4,13,14,2.55701995
52522329,2,0,0,2.410031731
53023518,5,0,2,2.783663576
42555045,5,12,12,2.640762237
38125934,3,2,4,2.460634476
13814587,5,6,6,2.649940707
45872594,5,29,30,2.817741873
17017753,5,2,8,2.491845341
40824697,5,37,45,3.000429739
26221850,5,13,13,2.533412638
24162158,2,3,12,1.72427587
12673378,5,1,1,2.662567421
32690408,5,16,17,2.466678116
46292025,5,4,6,2.62273894
51688438,4,1,1,2.589241108
48571383,4,3,3,2.462969623
24187208,4,0,2,2.611666993
41767155,1,65,66,3.275454176
27162964,5,3,4,2.551895471
52245151,5,1,1,2.662567421
29336211,3,0,10,2.613841822
51273254,5,29,29,2.588739392
19353421,5,0,0,2.671677871
42110953,2,9,12,2.442917985
52556035,5,8,8,2.49979011
46994650,5,2,9,2.749203526
16464880,5,63,69,2.494154594
42548467,3,16,17,2.602059991
53043343,4,3,4,2.597303148
52536761,5,10,15,2.670308719
13956062,5,2,4,2.723786808
52781978,1,31,70,2.804820679
27539855,5,4,9,2.431133634
42477176,5,25,26,3.071513805
34209528,5,13,15,2.288070401
17082636,4,6,6,2.558109645
42548467,4,24,25,2.372912003
53075086,4,5,6,2.540765632
15031027,5,17,18,2.686412249
12277989,5,0,0,2.671677871
51273254,4,5,10,2.758415707
37006360,4,10,12,2.894980766
51136581,3,7,7,2.715231035
52963126,3,14,24,2.491361694
30938035,4,17,20,2.477121255
27387468,5,4,4,2.595183079
16572994,4,6,9,2.161440287
43247270,5,5,7,2.502151243
53001635,4,9,10,2.768993759
50998035,5,6,7,2.54317199
14603258,2,9,10,3.031408464
52781385,5,3,3,2.560099599
46083076,1,9,28,2
14354237,1,11,12,2.556302501
15510394,5,0,0,2.671677871
21977512,4,0,0,2.68888917
29922875,5,2,4,2.723786808
44731853,5,6,6,2.649940707
51967104,1,0,4,2.629145625
18772667,5,13,13,2.533412638
34209528,5,7,7,2.561863602
34209528,5,3,3,2.560099599
16464880,5,4,4,2.595183079
51861768,5,7,7,2.561863602
47850263,5,4,4,2.595183079
51683615,1,52,54,2.84509804
52716026,3,3,4,2.566128872
45996472,4,0,0,2.68888917
49271165,5,7,7,2.561863602
52909611,4,0,0,2.68888917
35975584,5,0,0,2.671677871
39036612,5,166,170,2.269512944
52165591,4,1,3,2.466981379
14851269,5,10,11,2.728432893
17677108,5,8,8,2.49979011
22279801,5,8,10,2.632174342
51861768,4,2,2,2.531223906
40228780,4,0,7,2.698970004
15443249,5,7,12,2.582577058
12687584,5,12,14,2.494842877
24821538,2,24,27,2.301029996
29172046,5,7,11,2.58590572
46001718,1,5,12,2.520348253
53069244,1,35,58,2.63748973
27851871,5,0,2,2.783663576
18001201,5,12,17,2.532116648
52762646,4,2,3,2.620697396
52717005,5,0,3,2.513418639
43592008,5,5,9,2.372912003
12281549,4,14,15,2.532612408
52446595,4,3,3,2.462969623
52691483,4,4,19,2.656098202
52468430,5,4,7,2.585427305
27539855,3,11,16,2.687557342
52103737,4,17,21,2.409662661
22147833,5,25,27,2.670519316
16139061,3,2,5,2.472712134
21347382,5,4,9,2.431133634
25054388,5,1,1,2.662567421
37380123,5,6,9,2.499278834
15053034,5,2,8,2.491845341
52861064,5,1,1,2.662567421
52249576,5,190,264,2.934498451
42949170,1,4,5,2.779901129
27047207,5,6,10,2.447891716
22735091,5,25,25,2.482608431
52870696,5,2,2,2.572493593
52071826,5,20,22,2.514287897
51736307,2,154,168,3.204391332
16642733,5,4,5,2.508906307
24049530,5,6,7,2.54317199
16528888,5,2,21,2.267171728
45424973,4,0,0,2.68888917
49161738,4,22,22,2.23299611
39713264,5,15,15,2.565158526
52423461,5,12,12,2.640762237
52406576,4,5,6,2.540765632
16337246,2,30,31,2.95230801
37391707,5,0,0,2.671677871
51816894,5,27,29,2.672610443
52781530,5,1,1,2.662567421
52693926,5,7,8,2.583781481
32798753,4,1,1,2.589241108
50261211,5,10,12,2.566302549
17187401,2,18,22,2.271816766
35771631,4,18,20,2.477121255
43470228,4,14,16,2.342041505
19257143,5,1,11,2.419955748
44731853,5,4,6,2.62273894
49271165,5,0,0,2.671677871
50998035,4,47,48,2.888740961
13851475,4,16,17,2.470886331
53001689,5,8,9,2.453652861
52691483,2,5,7,2.292256071
50069606,5,8,11,2.612780515
36229845,4,9,11,2.312843244
19216957,4,3,12,3.021651074
50557975,5,2,3,2.563658776
32909027,5,1,1,2.662567421
25604353,3,0,0,2.607900921
50368958,5,6,7,2.54317199
18594755,4,2,6,2.779703719
52783335,5,27,38,2.292256071
51336578,4,4,9,2.941268376
47850263,5,4,4,2.595183079
48963722,3,6,9,2.861894604
40824697,3,19,21,2.121723946
24162158,5,16,16,2.648508778
37773675,5,64,69,2.346352974
48822109,5,4,4,2.595183079
40383021,2,13,13,2.568201724
52429711,5,1,1,2.662567421
47015427,5,7,7,2.561863602
27047207,5,1,4,2.518510278
50999705,5,1,2,2.548480427
26039106,5,15,15,2.565158526
27851871,5,0,0,2.671677871
13600782,5,3,4,2.551895471
50909784,3,12,13,2.834737601
44731853,5,5,5,2.59997417
32570208,5,4,4,2.595183079
40824697,5,21,24,2.518856639
52349197,3,5,6,2.60051455
37380123,5,1,3,2.558950495
51987445,3,19,32,2.491361694
52509022,5,22,26,2.16069564
51697838,5,19,20,2.491361694
51660681,4,6,6,2.558109645
31392103,5,26,27,2.633933022
12285398,4,10,14,2.292256071
53001635,4,1,3,2.466981379
50105668,3,14,16,2.736378225
44731853,5,4,5,2.508906307
18809631,4,5,5,2.638242332
36791971,3,26,31,2.860338007
35756757,5,5,5,2.59997417
51022925,5,5,13,2.886454097
39286887,5,8,15,2.800157485
37525237,5,12,14,2.494842877
48655965,5,2,2,2.572493593
47380248,5,21,22,2.442136297
49694646,5,5,5,2.59997417
51935508,3,17,23,2.663700925
52778209,4,2,2,2.531223906
48486228,5,104,124,2.1430148
52776495,5,3,3,2.560099599
50097027,2,45,54,2.977266212
39085445,5,13,17,2.516441795
51127655,5,4,4,2.595183079
52264114,5,9,10,2.679930738
52090225,2,6,7,2.643452676
49953171,5,12,13,2.535468524
46083076,3,2,9,2.527629901
50217599,5,2,3,2.563658776
51273254,5,5,6,2.491603376
16139061,3,5,10,2.267171728
52625508,5,20,22,2.514287897
